0	30.583	86.999	657.33
0.0001	40.936	120.76	677.94
0.0002	34.832	136.17	631.42
0.0003	34.535	148.49	961.55
0.0004	29.493	161.19	686.27
0.0005	36.833	162.99	835.64
0.0006	33.198	155.19	783.54
0.0007	39.732	140.26	630.07
0.0008	35.66	190.5	846.34
0.0009	31.527	169.89	715.74
0.001	31.378	195.51	532.11
0.0011	42.28	191.22	849.69
0.0012	32.543	185.63	676.34
0.0013	35.955	219.42	654.28
0.0014	40.936	269.14	919.81
0.0015	45.37	279.87	844.06
0.0016	53.19	389.57	853.03
0.0017	72.571	311.44	809.64
0.0018	76.455	244.06	1382.3
0.0019	106.23	271.42	1209.2
