0.000000	0.180850	0.195040	0.260940	0.079000	0.167480	0.325340	0.060210
1.000000	0.181043	0.201439	0.257764	0.080510	0.173074	0.323428	0.060869
2.000000	0.193958	0.205925	0.265198	0.074237	0.172026	0.325568	0.056993
3.000000	0.211421	0.206986	0.283210	0.066629	0.165968	0.328440	0.050394
4.000000	0.228467	0.206467	0.304040	0.060807	0.159028	0.329425	0.044792
5.000000	0.245231	0.205107	0.326440	0.056104	0.151760	0.328468	0.039906
6.000000	0.262188	0.203057	0.350255	0.052053	0.144339	0.325866	0.035751
7.000000	0.280073	0.200497	0.376052	0.048402	0.136730	0.321323	0.031928
8.000000	0.298611	0.197427	0.403480	0.045090	0.128999	0.314920	0.028366
9.000000	0.316924	0.193947	0.430728	0.042467	0.121567	0.307091	0.025321
10.000000	0.335093	0.190236	0.457738	0.040170	0.114580	0.298274	0.022792
11.000000	0.352805	0.186394	0.484315	0.038098	0.107972	0.288400	0.020456
12.000000	0.369299	0.182702	0.509067	0.036328	0.101980	0.278473	0.018621
13.000000	0.383721	0.179493	0.529950	0.034836	0.097052	0.269418	0.017064
14.000000	0.397583	0.176214	0.550026	0.033440	0.092288	0.260186	0.015797
15.000000	0.411572	0.172818	0.569993	0.031772	0.087782	0.250954	0.014413
16.000000	0.426772	0.168945	0.591571	0.029874	0.082965	0.240635	0.013113
17.000000	0.443262	0.164907	0.614317	0.027732	0.077971	0.229292	0.011795
18.000000	0.459748	0.160762	0.636583	0.025371	0.073224	0.217955	0.010638
19.000000	0.476136	0.156595	0.658045	0.023208	0.068843	0.206870	0.009464
20.000000	0.491747	0.152655	0.677987	0.020952	0.064616	0.196573	0.008503
21.000000	0.507966	0.148773	0.698043	0.018549	0.060496	0.186017	0.007606
22.000000	0.525378	0.144526	0.718798	0.016017	0.056271	0.175013	0.006680
23.000000	0.544024	0.140082	0.739961	0.013299	0.052061	0.163620	0.005903
24.000000	0.563858	0.135351	0.761493	0.010676	0.047941	0.151929	0.005140
25.000000	0.585883	0.130175	0.784087	0.007784	0.043549	0.139479	0.004346
26.000000	0.608840	0.124832	0.806077	0.005199	0.039382	0.127073	0.003709
27.000000	0.633005	0.119243	0.827519	0.002800	0.035386	0.114733	0.003177
28.000000	0.657965	0.113533	0.847983	0.000987	0.031591	0.102679	0.002735
29.000000	0.685181	0.107077	0.868503	0.000000	0.027793	0.090041	0.002391
30.000000	0.712430	0.100530	0.887092	0.000000	0.024204	0.078079	0.002109
31.000000	0.741475	0.093248	0.905093	0.000001	0.020609	0.066083	0.001800
32.000000	0.771362	0.085519	0.921663	0.000001	0.017220	0.054749	0.001506
33.000000	0.802667	0.077185	0.936922	0.000000	0.013911	0.044164	0.001217
34.000000	0.833672	0.068683	0.950072	0.000000	0.010820	0.035078	0.000974
35.000000	0.864207	0.060142	0.961393	0.000001	0.008135	0.027473	0.000758
36.000000	0.892434	0.052024	0.970481	0.000001	0.005783	0.021486	0.000606
37.000000	0.919173	0.043897	0.978299	0.000001	0.003933	0.016592	0.000388
38.000000	0.945436	0.035180	0.985540	0.000000	0.002427	0.012206	0.000409
39.000000	0.967840	0.026184	0.991880	0.000001	0.001807	0.008270	0.000039
40.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
