0.0013	164.33	1695.5
0.0014	152.37	2036.6
0.0015	126.76	2205.4
0.0016	109.45	2268.6
0.0017	94.485	2250.9
0.0018	88.559	2143.9
0.0019	87.658	2067.2
0.002	83.928	1931
0.0021	84.505	1873.4
0.0022	82.924	1783.9
0.0023	80.978	1692
0.0024	82.392	1598.8
0.0025	82.154	1570.5
0.0026	82.603	1483.1
0.0027	84.09	1459.6
0.0028	83.929	1413.4
0.0029	84.912	1386.3
