0	-0.18738	-0.18738
0.1	-0.1875	-0.18735
0.2	-0.18761	-0.18736
0.3	-0.18773	-0.18737
0.4	-0.18785	-0.18736
0.5	-0.18801	-0.18733
0.6	-0.1882	-0.18731
0.7	-0.18845	-0.1873
0.8	-0.18867	-0.18725
0.9	-0.18894	-0.18723
1	-0.18918	-0.18723
1.1	-0.18944	-0.18725
1.2	-0.18971	-0.18724
1.3	-0.18996	-0.18724
1.4	-0.19022	-0.18721
1.5	-0.19048	-0.1872
1.6	-0.19072	-0.18721
1.7	-0.19097	-0.18723
1.8	-0.19122	-0.18728
1.9	-0.19144	-0.18727
2	-0.19168	-0.18722
2.1	-0.19188	-0.18718
2.2	-0.19204	-0.18715
2.3	-0.19221	-0.18707
2.4	-0.1924	-0.18701
2.5	-0.19259	-0.18695
2.6	-0.19274	-0.1869
2.7	-0.19288	-0.18682
2.8	-0.19298	-0.18674
2.9	-0.19305	-0.18666
3	-0.1931	-0.18656
3.1	-0.19316	-0.18648
3.2	-0.1932	-0.1864
3.3	-0.19323	-0.1863
3.4	-0.19328	-0.18623
3.5	-0.19334	-0.18617
3.6	-0.19337	-0.18609
3.7	-0.19343	-0.18604
3.8	-0.19349	-0.18599
3.9	-0.19355	-0.18596
4	-0.19364	-0.18595
4.1	-0.19374	-0.18596
4.2	-0.19382	-0.18601
4.3	-0.19389	-0.18608
4.4	-0.19396	-0.18612
4.5	-0.19403	-0.18616
4.6	-0.19404	-0.18621
4.7	-0.19402	-0.18625
4.8	-0.19401	-0.18627
4.9	-0.194	-0.18629
5	-0.19402	-0.18629
5.1	-0.19404	-0.18631
5.2	-0.19407	-0.18637
5.3	-0.19412	-0.1864
5.4	-0.19418	-0.18645
5.5	-0.19427	-0.18647
5.6	-0.19435	-0.18649
5.7	-0.19445	-0.18652
5.8	-0.19454	-0.18657
5.9	-0.19464	-0.18659
6	-0.19473	-0.18661
6.1	-0.19479	-0.18663
6.2	-0.19486	-0.18666
6.3	-0.19496	-0.18666
6.4	-0.19508	-0.18665
6.5	-0.19516	-0.18664
6.6	-0.19524	-0.18663
6.7	-0.19528	-0.18661
6.8	-0.19535	-0.18658
6.9	-0.19545	-0.18653
7	-0.1956	-0.18644
7.1	-0.19577	-0.18637
7.2	-0.19592	-0.18632
7.3	-0.19612	-0.18631
7.4	-0.19633	-0.18626
7.5	-0.19652	-0.18623
7.6	-0.19674	-0.18619
7.7	-0.19695	-0.18615
7.8	-0.19717	-0.1861
7.9	-0.19741	-0.18606
8	-0.19765	-0.18601
8.1	-0.19789	-0.18597
8.2	-0.19815	-0.18596
8.3	-0.19841	-0.18598
8.4	-0.19866	-0.18598
8.5	-0.19888	-0.18599
8.6	-0.19907	-0.18595
8.7	-0.19926	-0.18595
8.8	-0.19944	-0.18596
8.9	-0.19964	-0.18595
9	-0.19983	-0.18595
9.1	-0.19999	-0.18591
9.2	-0.20017	-0.18588
9.3	-0.20032	-0.18584
9.4	-0.20049	-0.1858
9.5	-0.20062	-0.18582
9.6	-0.20076	-0.18583
9.7	-0.20086	-0.18583
9.8	-0.20097	-0.18584
9.9	-0.20106	-0.18583
10	-0.2012	-0.18586
10.1	-0.20137	-0.18588
10.2	-0.20151	-0.1859
10.3	-0.20163	-0.18593
10.4	-0.20174	-0.18595
10.5	-0.20191	-0.186
10.6	-0.20212	-0.18602
10.7	-0.20234	-0.18602
10.8	-0.20255	-0.18602
10.9	-0.20277	-0.18601
11	-0.203	-0.18602
