0	-0.18513	-0.18513
0.1	-0.18571	-0.18456
0.2	-0.18628	-0.18398
0.3	-0.18685	-0.1834
0.4	-0.18742	-0.18283
0.5	-0.18799	-0.18225
0.6	-0.18855	-0.18168
0.7	-0.18911	-0.18111
0.8	-0.18967	-0.18053
0.9	-0.19023	-0.17996
1	-0.19079	-0.17938
1.1	-0.19135	-0.17881
1.2	-0.1919	-0.17823
1.3	-0.19244	-0.17766
1.4	-0.19298	-0.17709
1.5	-0.19351	-0.17652
1.6	-0.19404	-0.17594
1.7	-0.19456	-0.17537
1.8	-0.19507	-0.17479
1.9	-0.19558	-0.17422
2	-0.19609	-0.17364
2.1	-0.19661	-0.17306
2.2	-0.19712	-0.17248
2.3	-0.19762	-0.1719
2.4	-0.19812	-0.17131
2.5	-0.19862	-0.17073
2.6	-0.19913	-0.17014
2.7	-0.19962	-0.16956
2.8	-0.20013	-0.16897
2.9	-0.20064	-0.16838
3	-0.20115	-0.1678
3.1	-0.20165	-0.16722
3.2	-0.20215	-0.16665
3.3	-0.20265	-0.16606
3.4	-0.20315	-0.16548
3.5	-0.20364	-0.1649
3.6	-0.20414	-0.16431
3.7	-0.20464	-0.16372
3.8	-0.20514	-0.16313
3.9	-0.20563	-0.16253
4	-0.20612	-0.16194
4.1	-0.2066	-0.16135
4.2	-0.20709	-0.16076
4.3	-0.20757	-0.16018
4.4	-0.20805	-0.1596
4.5	-0.20853	-0.15901
4.6	-0.20901	-0.15842
4.7	-0.20949	-0.15783
4.8	-0.20998	-0.15724
4.9	-0.21046	-0.15665
5	-0.21095	-0.15605
5.1	-0.21143	-0.15546
5.2	-0.21193	-0.15486
5.3	-0.21241	-0.15427
5.4	-0.2129	-0.15367
5.5	-0.21338	-0.15308
5.6	-0.21386	-0.15249
5.7	-0.21434	-0.1519
5.8	-0.21482	-0.15131
5.9	-0.2153	-0.15072
6	-0.21579	-0.15013
6.1	-0.21627	-0.14953
6.2	-0.21676	-0.14893
6.3	-0.21726	-0.14832
6.4	-0.21775	-0.14772
6.5	-0.21825	-0.14712
6.6	-0.21874	-0.14651
6.7	-0.21923	-0.14591
6.8	-0.21973	-0.1453
6.9	-0.22023	-0.1447
7	-0.22075	-0.14409
7.1	-0.22126	-0.14347
7.2	-0.22177	-0.14285
7.3	-0.22228	-0.14222
7.4	-0.22279	-0.14159
7.5	-0.2233	-0.14096
7.6	-0.22382	-0.14033
7.7	-0.22433	-0.13971
7.8	-0.22484	-0.13907
7.9	-0.22534	-0.13843
8	-0.22585	-0.13778
8.1	-0.22636	-0.13714
8.2	-0.22686	-0.1365
8.3	-0.22736	-0.13587
8.4	-0.22785	-0.13523
8.5	-0.22834	-0.13459
8.6	-0.22883	-0.13395
8.7	-0.22932	-0.1333
8.8	-0.22981	-0.13266
8.9	-0.2303	-0.13202
9	-0.23079	-0.13137
9.1	-0.23128	-0.13073
9.2	-0.23175	-0.13008
9.3	-0.23223	-0.12944
9.4	-0.23271	-0.12879
9.5	-0.23319	-0.12815
9.6	-0.23366	-0.12751
9.7	-0.23413	-0.12689
9.8	-0.2346	-0.12626
9.9	-0.23508	-0.12563
10	-0.23555	-0.125
10.1	-0.23603	-0.12437
